source,target,context
You can only edit your own notes,Μπορείς να επεξεργαστείς μόνο τις δικές σου σημειώσεις,
"You can only manage attendees on your own events.","Μπορείς να διαχειριστείς συμμετέχοντες μόνο στα δικά σου γεγονότα.",
You can only view your own events.,Μπορείς να δεις μόνο τα δικά σου γεγονότα.,
"You do not have permission to comment on this record","Δεν έχεις δικαίωμα να σχολιάσεις αυτήν την εγγραφή",
You have already reacted with {0},Έχεις ήδη αντιδράσει με {0},
You have been invited to the following event,Έχεις προσκληθεί στο παρακάτω γεγονός,
Your attendance,Η συμμετοχή σου,
Your response,Η απάντησή σου,
Z→A,Ω→Α,
Rescheduled event: {0},Επαναπρογραμματισμός γεγονότος: {0},
